"id","name","winepoints_signalled","sold","winepoints"
21873,"Chateau Mouton-Rothschild 1999 1,5 l",1,1,92
21874,"Penfolds Cabernet Sauvignon Bin 407 2012 0,75 l(2)",NULL,1,0
21875,"Chateau Palmer 2002 0,75 l",1,1,94
21876,"Monteverro 2009 0,75 l",1,1,92
21877,"Leitz, Josef Rüdesheimer Berg Rottland Riesling Auslese 2002 0,5 l(1)",1,NULL,92
21878,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 0,75 l",NULL,1,0
21879,"Forman Cabernet Sauvignon 2015 0,75 l",1,1,92
21880,"Domaine Jean Gros Vosne Romanee Village 1981 0,75 l",NULL,1,0
21881,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,0
21882,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,0
21883,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,1,0
21884,"Drouhin, Joseph Grands Echezeaux Grand Cru 1988 0,75 l",NULL,NULL,0
21885,"Chateau Boyd-Cantenac 1971 1,5 l(1)",NULL,1,0
21886,"Chateau Malescot-Saint-Exupery 1982 0,75 l",NULL,NULL,0
21887,"Chateau Malescot-Saint-Exupery 1983 0,75 l(10)",NULL,NULL,0
21888,"Chateau Batailley 1981 0,75 l(1)",NULL,1,0
21889,"Graham´s Vintage Port 1983 0,75 l(1)",NULL,1,0
21890,"Real Companhia Velha Colheita Port 1937 0,7 l",NULL,1,0
21891,"Chateau Palmer 1967 0,75 l",NULL,1,0
21892,"Zenato Amarone della Valpolicella Classico 1997 0,75 l",NULL,NULL,0
21893,"Chateau d'Aiguilhe 2004 0,75 l",NULL,NULL,0
21894,"Domaine Perrot-Minot Chambolle Musigny Les Fuees Vieilles Vignes 1er Cru 2009 0,75 l",NULL,1,0
21895,"Chateau Haut-Brion 1970 0,75 l",NULL,1,0
21896,"Gaja, Angelo Barbaresco 1982 0,75 l",NULL,1,0
21897,"Autreau de Champillon Rose Brut 1er Cru NV 0,75 l",NULL,1,0
21898,"Chateau Leoville-Barton 1995 0,75 l",1,1,91
21899,"Hospices de Beaune Savigny les Beaune Cuvee Fouquerand 1er Cru 2004 0,75 l",NULL,1,0
21900,"Mähler-Besse Cheval Noir 1985 0,75 l",NULL,1,0
21901,"Comte Georges de Vogue Chambolle Musigny Village 2000 0,75 l",NULL,NULL,0
21902,"Chateau Mouton-Rothschild 1993 0,75 l",1,1,90
21903,"Chateau Palmer 1989 0,75 l",1,1,96
21904,"Chateau Haut-Bailly 2010 0,75 l",1,1,95
21905,"Chateau Latour 1987 0,75 l",NULL,1,0
21906,"Comte Georges de Vogue Chambolle Musigny Village 1985 0,75 l(2)",NULL,NULL,0
21907,"Chateau Prieure-Lichine 1985 0,75 l",NULL,1,0
21909,"Inniskillin Winery  Inniskillin Cabernet franc Icewine 1999 0,375 l",NULL,NULL,0
21910,"Tenuta San Guido Sassicaia 1992 0,75 l",NULL,1,0
21911,"Leclerc-Briant Cuvee Divine Brut Millessime 1989 0,75 l",1,1,92
21912,"Lheraud, Guy Cuvee 30 Petite Champagne Cognac NV 0,375 l",NULL,1,0
21913,"Antinori Tignanello 2003 0,75 l(1)",1,1,92
21914,"Weingut von Winning Deidesheimer Kieselberg Riesling Grosses Gewächs 2010 0,75 l(1)",NULL,1,0
21915,"Chateau Sociando-Mallet 2010 0,75 l",1,1,91
21916,"De Squeyre, Charles Armagnac 1904 0,7 l",NULL,NULL,0
21917,"Domaine Michel Niellon Batard Montrachet Grand Cru 1996 0,75 l",NULL,NULL,0
21918,"Chateau Certan de May 2011 0,75 l",NULL,1,0
21919,"Fonseca, Jose Maria Garrafeira P-1977 Vinho tinto 1984 0,75 l",NULL,1,0
21920,"Kühn, Peter Jakob Oestricher Doosberg Riesling Erstes Gewächs 2003 0,75 l(1)",NULL,1,0
21921,"Chateau Viramiere 2007 0,75 l",NULL,1,0
21923,"Domaine de la Solitude Chateauneuf-du-Pape Reserve Secrete 2006 0,75 l",1,1,95
21924,"Chateau d´ Yquem 1984 0,375 l",NULL,NULL,0
21925,"Chateau Haut Bergey 2000 0,75 l",1,1,94
21926,"Bodegas Riojanas Vina Albina Reserva 2001 0,75 l",NULL,NULL,0
21927,"Clavelier, Bruno Vosne Romanee Les Beaux Monts Vieilles Vignes 1er Cru 2009 0,75 l(1)",1,1,93
21928,"Chateau Figeac 1950 0,75 l",1,1,97
21929,"Deutz Blanc de Blancs Brut 1973 0,75 l",NULL,1,0
21930,"Stag's Leap Wine Cellars Cabernet Sauvignon ""Artemis"" 2013 0,75 l",NULL,NULL,0
21931,"Chateau Montrose 1988 0,75 l",NULL,1,0
21932,"Domaine Weinbach/Faller, Colette Tokay Pinot Gris ""Clos des Capucins"" Vendanges Tardives 1985 0,375 l(2)",NULL,1,0
21933,"Chateau Rieussec 1990 0,75 l",1,1,90
21934,"Baron Philippe de Rothschild Mouton Cadet 1999 0,75 l",NULL,1,0
21935,"Sempe Armagnac Grande Reserve - 40% Vol. NV 0,7 l",NULL,NULL,0
21964,"Chateau de la Gardine Chateauneuf-du-Pape 2015 0,75 l(1)",NULL,NULL,0
21937,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Abtsberg Riesling Kabinett 1992 0,375 l(1)",NULL,NULL,0
21938,"Conterno, Aldo Granbussia Barolo Riserva 1988 0,75 l",1,1,95
21939,"Chateau Mouton-Rothschild 2000 0,75 l",1,1,96
21940,"Pahlmeyer Proprietary Red 1994 0,75 l",1,1,96
21941,"Chateau Pichon Longueville Baron 1994 0,75 l",NULL,1,0
21942,"Chateau Sociando-Mallet 2001 0,75 l",1,1,93
21944,"Chateau Pichon Longueville Comtesse de Lalande 1990 1,5 l",NULL,1,0
21945,"Chateau Pavie 1990 0,75 l",1,1,92
21946,"Vieux Chateau Certan 2000 0,75 l",1,1,95
21947,"Chateau Leoville-Barton 1996 1,5 l",1,1,93
21948,"Koehler-Ruprecht Kallstadter Saumagen Riesling Spätlese ""R"" trocken 2007 0,75 l",NULL,1,0
21949,"Weingut Knipser Dirmsteiner Mandelpfad Riesling Grosses Gewächs 2014 1,5 l",NULL,1,0
21950,"Prieur, Jacques Beaune Champs Pimont 1er Cru 2007 0,75 l",NULL,1,0
21951,"Chateau Cantemerle 1998 0,75 l",NULL,1,0
21952,"Chateau Lascombes 2004 0,75 l",1,1,93
21953,"Chateau Pontet-Canet 2004 0,75 l",1,1,92
21954,"Chateau Haut-Bailly 2011 0,75 l",1,1,94
21955,"Chateau Leoville-Poyferre 2008 0,75 l",1,1,94
21956,"Graham´s Vintage Port 2000 0,75 l",1,1,94
21957,"Niepoort Late Bottled Vintage Port 1994 0,75 l",NULL,1,0
21958,"Chateau Palmer 1986 0,75 l",1,NULL,92
21959,"Weingut Müller-Catoir Mußbacher Eselshaut Rieslaner Trockenbeerenauslese 2001 0,375 l",NULL,NULL,0
21960,"Deutz Blanc de Blancs Brut 1966 0,75 l",NULL,NULL,0
21961,"Weingut Müller-Catoir Haardter Mandelring Scheurebe Eiswein 1990 0,375 l",NULL,NULL,0
21962,"Ornellaia 1991 0,75 l",NULL,NULL,0
21965,"Koehler-Ruprecht Kallstadter Saumagen Riesling Beerenauslese 1997 0,75 l",NULL,NULL,0
21966,"Bodegas Muga Torre Muga 1994 0,75 l",1,NULL,91
21967,"Sterling Vineyards SVR Reserve Proprietary Red 1995 0,75 l",NULL,NULL,0
21968,"Zenato Amarone della Valpolicella Classico Riserva 1985 0,75 l",NULL,1,0
21969,"Vieux Chateau Certan 1998 0,75 l",1,1,92
21970,"Delagrange Bachelet Batard Montrachet Grand Cru 1990 0,75 l",NULL,1,0
21971,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2011 0,75 l",NULL,1,0
21972,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",NULL,1,0
21974,"Leitz, Josef Riesling Rüdesheimer Berg Rottland ""Alte Reben"" trocken 2006 0,75 l",NULL,1,0
21975,"Spioenkop Wines Riesling 2015 0,75 l",NULL,1,0
21976,"Tenuta San Guido Sassicaia 1991 0,75 l",NULL,1,0
21978,"Burge Family Old Vine Shiraz 1996 0,75 l",NULL,NULL,0
21979,"Pichler, F.X. Loibner Steinertal Riesling Smaragd 2015 0,75 l",1,1,91
21980,"Krug Vintage Brut 2000 0,75 l",1,1,95
21981,"Clos Saint Jean Chateauneuf-du-Pape 2009 0,75 l",1,1,90
21982,"Bollinger R.D. Extra Brut 1999 1,5 l",NULL,NULL,0
21983,"Ziereisen Pinot Noir ""Jaspis"" trocken 2011 0,75 l",NULL,1,0
21984,"Domaine Didier Daguenau Pouilly-Fumé ""Pur Sang"" 2004 0,75 l(1)",1,NULL,93
21985,"Chateau Haut-Brion 1990 0,75 l",1,1,98
21986,"Gaja, Angelo Barbaresco Costa Russi 1998 0,75 l",1,1,96
21987,"Frescobaldi - Mondavi Luce 2010 0,75 l",1,1,94
21988,"Forstreiter Grüner Veltliner Grande Reserve trocken 1998 1,5 l",NULL,1,0
21989,"Chateau de la Riviere 1982 1,5 l(1)",NULL,1,0
21990,"Chateau Belgrave 1990 0,75 l",NULL,1,0
21991,"Chateau Belgrave 1996 0,75 l",NULL,1,0
21992,"Chateau Charmail 2003 0,75 l",NULL,1,0
22046,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 0,75 l",NULL,1,0
21993,"Chateau d´Issan 1995 0,75 l",NULL,1,0
21994,"Chateau Clerc-Milon Rothschild 1995 0,75 l",1,1,94
21995,"Bodegas Alejandro Fernandez Condado de Haza Crianza 1995 0,75 l(2)",NULL,1,0
21996,"Bodegas Berberana Gran Reserva 1970 0,75 l(2)",NULL,1,0
21997,"Bujanda, Martinez Conde de Valdemar Gran Reserva 1975 0,75 l(1)",NULL,1,0
21998,"Chateau Pontet-Canet 2011 0,75 l",1,1,93
21999,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2001 0,75 l",1,1,92
22000,"Pichler, F.X. Loibner Berg Riesling Smaragd 2001 0,75 l(3)",NULL,1,0
22001,"Chateau La Mission-Haut-Brion 2002 0,75 l",1,1,91
22002,"Fürst von Metternich-Winneburg'sches Domänen Rentamt/ Schloß Johannisberg Schloß Johannisberg Rosalack Riesling Auslese 1953 0,75 l",NULL,NULL,0
22003,"Altare, Elio Barolo 2010 0,75 l(1)",1,1,94
22004,"Chateau Paloumey 2005 0,75 l(1)",NULL,1,0
22005,"Clos Erasmus 2002 0,75 l",1,NULL,93
22006,"Chateau Haut-Marbuzet 1993 0,75 l(2)",NULL,NULL,0
22007,"Ornellaia 2003 0,75 l",1,1,93
22008,"Chateau Lafite-Rothschild 1999 0,75 l",1,1,95
22009,"Weingut Ww. Dr. H. Thanisch Berncasteler Doctor Riesling Spätlese Goldkapsel Versteigerungswein  2002 0,75 l",NULL,1,0
22010,"Chateau La Lagune 2003 0,75 l",NULL,1,0
22011,"Gesellmann Opus Eximum 1999 0,75 l",NULL,1,0
22012,"Gantenbein Fläscher Blauburgunder 1994 1,5 l",NULL,1,0
22013,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2011 0,75 l",1,1,96
22014,"Pol Roger Brut 1990 0,75 l",NULL,1,0
22015,"Chateau Beaumont 1996 0,75 l",NULL,1,0
22016,"Sine Qua Non The Antagonists 1998 0,75 l",1,1,95
22017,"Roederer, Louis Cristal Brut 1999 0,75 l",1,1,98
22018,"Chateau Mouton-Rothschild 1988 0,75 l",1,1,92
22019,"Chateau Mouton-Rothschild 1988 0,75 l",1,1,92
22102,"Bodegas Riojanas Vina Albina Reserva 2001 0,75 l",NULL,1,0
22020,"Chateau Mouton-Rothschild 1989 0,75 l",1,1,93
22021,"Chateau Pichon Longueville Comtesse de Lalande 1986 0,75 l",1,1,95
22022,"Chateau Pichon Longueville Comtesse de Lalande 1986 0,75 l",1,1,95
22023,"Chateau Pichon Longueville Comtesse de Lalande 1986 0,75 l",1,1,95
22024,"Chateau Rabaud-Promis 1953 0,75 l",NULL,NULL,0
22025,"Justinos Madeira Old Reserve Sweet 10 years old NV 0,75 l",NULL,1,0
22026,"Luquet, Roger Saint Veran 1997 0,75 l(2)",NULL,NULL,0
22027,"Fattoria la Magia Brunello di Montalcino 2002 0,75 l",NULL,1,0
22028,"Domaine Clos du Caillou Chateauneuf-du-Pape Reserve ""Le Clos du Caillou"" 1998 0,75 l",1,NULL,97
22029,"Domaine Clos du Caillou Chateauneuf-du-Pape Reserve ""Le Clos du Caillou"" 1998 0,75 l",1,1,97
22030,"Domaine Clos du Caillou Chateauneuf-du-Pape Reserve ""Le Clos du Caillou"" 1998 0,75 l",1,NULL,97
22031,"Drappier Cuvee Carte d'Or Brut 1995 1,5 l",1,1,94
22032,"Drappier Cuvee Carte d'Or Brut 1995 1,5 l",1,1,94
22033,"Drappier Cuvee Carte d'Or Brut 1995 1,5 l",1,1,94
22034,"Chateau Cantenac-Brown 1993 0,75 l(2)",NULL,1,0
22035,"Preisinger, Claus Pinot Noir 2008 0,75 l",NULL,NULL,0
22036,"Preisinger, Claus Pinot Noir 2008 0,75 l",NULL,NULL,0
22037,"Lageder, Alois Cabernet Löwengang 2006 0,75 l",NULL,1,0
22038,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,1,0
22039,"Ornellaia Le Serre Nuove dell Ornellaia 2008 0,75 l",1,1,93
22040,"Domaine Armand Rousseau Clos de la Roche Grand Cru 1997 0,75 l",NULL,1,0
22041,"Domaine Jean Marie Fourrier Gevrey Chambertin Clos St. Jacques Vieilles Vignes 1er Cru 2002 0,75 l",NULL,1,0
22044,"Triebaumer, Ernst Maulwurf Blaufränkisch Cabernet Sauvignon Merlot 2006 1,5 l",NULL,1,0
22045,"Perret, Andre Saint Joseph ""Les Grisieres"" 2003 0,75 l",NULL,1,0
22047,"Mount Eden Vineyards Cabernet Sauvignon 2011 0,75 l",1,1,91
22048,"Chateau Malescot-Saint-Exupery 1984 0,75 l",NULL,NULL,0
22049,"Chateau Lafite-Rothschild 1971 0,75 l",NULL,1,0
22050,"Chateau Lafite-Rothschild 1971 0,75 l",NULL,1,0
22051,"Chateau Latour 1964 0,75 l",1,1,92
22053,"Chateau Cheval Blanc 1975 1,5 l",NULL,NULL,0
22054,"Clos de L´Oratoire 1982 0,75 l",NULL,1,0
22055,"Clos de L´Oratoire 1982 0,75 l(3)",NULL,1,0
22056,"Clos de L´Oratoire 1983 0,375 l(16)",NULL,NULL,0
22057,"Chateau Montrose 1983 0,75 l",NULL,1,0
22058,"Chateau Brane-Cantenac 1989 0,75 l",1,1,94
22059,"Chateau d´ Arche 2002 0,75 l",NULL,1,0
22061,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2008 0,75 l",NULL,NULL,0
22062,"Chateau de la Maltroye Chassagne-Montrachet La Boudriotte 1er Cru 2001 0,75 l(1)",NULL,1,0
22063,"Chateau Rauzan-Gassies 1964 0,75 l",NULL,1,0
22064,"Chateau Ducru-Beaucaillou 2009 0,75 l",1,NULL,98
22065,"Dönnhoff Norheimer Dellchen Riesling Grosses Gewächs 2006 0,75 l(1)",1,NULL,93
22066,"Colin-Morey, Pierre-Yves Santenay Ceps Centenaires Vieilles Vignes 2012 0,75 l(2)",NULL,1,0
22067,"Chateau Cos Labory 1994 0,75 l",NULL,1,0
22068,"Baron Patrick de Ladoucette du Chateau Nozet Pouilly Fume Baron de L 1988 0,75 l(2)",NULL,NULL,0
22069,"Domaine G. Roumier Clos Vougeot Grand Cru 1982 0,75 l",NULL,NULL,0
22070,"Drappier Cuvee Carte d'Or Brut 1995 1,5 l",1,NULL,94
22071,"Chateau Mayne Lalande 2003 0,75 l(5)",NULL,1,0
22072,"Domaine G. Roumier Clos Vougeot Grand Cru 1982 0,75 l",NULL,NULL,0
22073,"Weingut Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese weiße Kapsel 2003 0,75 l(1)",1,NULL,92
22074,"Mugnier, Jacques-Frederic Chambolle Musigny Les Amoureuses 1er Cru 1999 0,75 l",1,1,91
22075,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1999 0,75 l",NULL,1,0
22076,"Chateau d'Aiguilhe 2010 0,75 l(2)",1,1,91
22077,"Hennessy Cognac Bras Arme NV 0,7 l",NULL,1,0
22078,"Domaine Michel Niellon Batard Montrachet Grand Cru 1996 0,75 l",NULL,NULL,0
22079,"Weingut Dr. Crusius Schlossböckelheimer Felsenberg Riesling Beerenauslese 2000 0,75 l",NULL,1,0
22080,"Chateau Margaux 2000 0,75 l",1,NULL,99
22081,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1996 0,75 l",NULL,1,0
22082,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1990 0,75 l(1)",NULL,1,0
22083,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1991 0,75 l(2)",NULL,1,0
22084,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1993 0,75 l",NULL,1,0
22085,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1993 0,75 l",NULL,1,0
22086,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1994 0,75 l(2)",NULL,1,0
22087,"Chateau Margaux 1993 0,75 l",1,1,90
22088,"Bodegas Riojanas Vina Albina Reserva 1995 0,75 l",NULL,NULL,0
22089,"Mähler-Besse Cheval Noir 1995 0,75 l",NULL,NULL,0
22090,"Chateau Canon Moueix 1989 0,75 l(1)",NULL,1,0
22091,"Antinori Solaia 1978 0,75 l",NULL,1,0
22092,"Bodegas Vega Sicilia Alion 1999 0,75 l(1)",1,1,90
22093,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1967 0,75 l(1)",NULL,NULL,0
22094,"Chateau Ste. Michelle & Antinori Cabernet Sauvignon Merlot ""Col Solare"" 2013 0,75 l",1,1,94
22095,"Chateau du Paradis 1990 0,75 l",NULL,NULL,0
22096,"Antinori Solaia 1978 0,75 l",NULL,1,0
22097,"Chateau Lafite-Rothschild 1987 0,75 l",NULL,NULL,0
22098,"Henschke Mount Edelstone Shiraz 2001 0,75 l(1)",1,1,95
22099,"Bischöfliches Priesterseminar Kanzemer Altenberg Riesling 1981 0,75 l(1)",NULL,1,0
22100,"Chateau Le Tertre-Roteboeuf 2015 0,75 l",1,NULL,97
22101,"Heymann Löwenstein Winninger Uhlen Roth Lay Riesling Erste Lage 2006 0,75 l",NULL,1,0
22104,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Herrenberg Riesling Auslese Nr. 75 1993 0,375 l(1)",NULL,1,0
22105,"Tenuta del Terriccio Tassinaia 2000 0,75 l(1)",NULL,1,0
22106,"Chateau Pontet-Canet 2003 0,75 l",1,1,95
22107,"Bodegas Juste Aragon Gran Patriarca Juste Vino Solera 1935 NV 0,7 l",NULL,1,0
22108,"Chateau l´Evangile 2008 0,75 l",1,1,94
22109,"Ferrer Bobet Seleccio Especial 2013 0,75 l",NULL,1,0
22110,"Chateau Pontet-Canet 2000 0,75 l",1,1,92
22111,"Ferrer Bobet Seleccio Especial 2014 0,75 l",NULL,NULL,0
22112,"Fattoria di Felsina Maestro Raro 1988 0,75 l(2)",1,1,91
22113,"Chateau de Haute Serre Geron Dadine de Haute Serre Cuvee Prestige 2008 0,75 l",NULL,1,0
22114,"Bollinger Vintage R.D. Extra Brut 2002 1,5 l",1,1,92
22115,"Bollinger Vintage R.D. Extra Brut 2002 1,5 l",1,1,92
22116,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2000 0,75 l",1,1,96
22117,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2000 0,75 l",1,1,96
22118,"Niepoort Vintage Port 2009 0,75 l",1,1,94
22119,"Staatskellerei Zürich Pinot Noir Tete de Cru 2006 0,75 l",NULL,1,0
22120,"Porto Barros Colheita Port 1940 0,75 l",NULL,1,0
22121,"Conterno, Aldo Barolo Monforte Bussia 1993 0,75 l(1)",NULL,1,0
22122,"Domaine Saint-Ser Cuvee Prestige Rouge 2014 0,75 l",NULL,1,0
22123,"Chateau Clos des Menuts 1994 0,75 l",NULL,NULL,0
22124,"Luquet, Roger Saint Veran 1997 0,75 l(2)",NULL,NULL,0
22125,"Justinos Madeira Old Reserve Fine Rich 10 years old NV 0,75 l",NULL,1,0
22126,"Chateau Lafite-Rothschild 1983 0,75 l",1,1,93
22127,"Chateau Lafite-Rothschild 1983 0,75 l",1,1,93
22128,"Chateau Villars 1990 0,75 l(1)",NULL,NULL,0
22130,"Domaine du Vieux Telegraphe (Brunier) Chateauneuf-du-Pape ""La Crau"" 1996 0,75 l(1)",NULL,NULL,0
22131,"Ökonomierat Rebholz Siebeldinger Im Sonnenschein Riesling Auslese 1994 0,5 l(3)",NULL,NULL,0
22132,"Anheuser, August Kreuznacher Mönchberg Riesling Auslese 1988 0,75 l",NULL,NULL,0
22162,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,NULL,0
22163,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,NULL,0
22133,"Weingut Müller-Catoir Mußbacher Eselshaut Rieslaner Auslese 2000 0,375 l(2)",NULL,NULL,0
22135,"Chateau Leoville Las Cases 1977 0,75 l(1)",NULL,NULL,0
22136,"Chateau Pibarnon Bandol rouge 1996 0,75 l(5)",NULL,NULL,0
22137,"Chateau Paloumey 2005 0,75 l(1)",NULL,NULL,0
22138,"Voillot, Joseph Pommard Les Rugiens 1er Cru 2013 0,75 l",NULL,1,0
22139,"Chateau Cos d´Estournel 1982 0,75 l",1,1,95
22140,"Gabrielskloof Syrah  2015 0,75 l",NULL,NULL,0
22141,"Casanova della Spinetta Sezzana 2004 0,75 l(4)",1,1,91
22142,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2017 0,75 l",1,1,95
22143,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",NULL,1,0
22144,"Schäfer, Willi Graacher Domprobst Riesling Auslese 2004 0,75 l",NULL,1,0
22145,"Chateau Palmer 1999 0,75 l",1,1,94
22146,"Domaine Drouhin Laroze Chambertin Clos de Beze Grand Cru 2008 0,75 l",NULL,1,0
22147,"Ornellaia 1993 0,75 l(4)",NULL,1,0
22148,"Cantina Terlan Porphyr Riserva Lagrein 2006 0,75 l",1,NULL,91
22149,"Allegrini Amarone della Valpolicella Classico 2006 0,75 l",1,1,94
22150,"Champagne Pannier  Champagner Brut NV 0,75 l",NULL,1,0
22151,"Chateau Le Pin 1992 1,5 l",NULL,NULL,0
22152,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",1,1,96
22153,"Winzergenossenschaft Burkheim Pinot Noir 2005 1,5 l",NULL,1,0
22154,"Chateau du Cedre Grand Cuvee 2008 0,75 l(1)",NULL,1,0
22155,"Brumont, Alain Chateau Montus 1996 1,5 l(1)",1,1,90
22156,"Chateau de Beaucastel Chateauneuf-du-Pape 2007 1,5 l",1,1,96
22157,"Pira, E. & Figli Barolo Cannubi 1995 0,75 l",NULL,1,0
22158,"La Rioja Alta Rioja Reserva Vina Ardanza 1976 0,75 l(1)",NULL,1,0
22159,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1967 0,75 l(1)",NULL,1,0
22160,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,1,0
22164,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,NULL,0
22165,"Kalleske Shiraz ""Johann Georg"" Old Vine 2014 0,75 l",NULL,NULL,0
22166,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1973 0,75 l(1)",NULL,1,0
22167,"Penlay Estate Chardonnay Genevieve 2016 0,75 l",NULL,1,0
22168,"Domaine de la Romanee-Conti Richebourg Grand Cru 1979 0,75 l",NULL,1,0
22169,"Weingut Müller-Catoir Haardter Herrenletten Ruländer Trockenbeerenauslese 1983 0,375 l",NULL,NULL,0
22170,"Charles Heidsieck Brut Reserve NV 0,75 l",NULL,1,0
22171,"Domaine de la Romanee-Conti La Tache Grand Cru 1985 0,75 l",1,NULL,93
22172,"Weingut Müller-Catoir Mußbacher Eselshaut Riesling Eiswein 2001 0,375 l",NULL,NULL,0
22173,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2005 0,75 l",NULL,1,0
22174,"Domaine Robert Groffier Chambertin Clos de Beze Grand Cru 2009 0,75 l",1,NULL,95
22175,"Les Cailloux (Lucien et Andre Brunel) Chateauneuf-du-Pape 1999 0,75 l",1,1,90
22176,"Bodegas Alejandro Fernandez Pesquera Reserva Millenium 1996 1,5 l",1,1,95
22177,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2011 0,75 l",1,NULL,92
22178,"Shafer Vineyards Cabernet Sauvignon Hillside Select 1995 0,75 l",1,1,98
22179,"Chateau Mouton-Rothschild 2003 0,75 l",1,1,91
22180,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",1,1,92
22181,"Baron Patrick de Ladoucette Chablis 1990 0,75 l(6)",NULL,1,0
22182,"Baron Patrick de Ladoucette Chablis 1990 0,75 l(3)",NULL,1,0
22183,"Domaine Laroche Chablis Fourchaumes Vieilles Vignes 1er Cru 1996 0,75 l(4)",NULL,1,0
22184,"Domaine Laroche Chablis Les Blanchots Grand Cru 1996 0,75 l(2)",1,1,96
22185,"Pic, Albert Chablis 1er Cru 1988 0,75 l",NULL,1,0
22186,"Bollinger Grande Annee Brut 1985 0,75 l",1,1,94
22187,"Bollinger Grande Annee Brut 1985 0,75 l",1,1,94
22188,"Chateau Gazin 1993 0,75 l(4)",NULL,1,0
22189,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2007 0,75 l",1,1,95
22190,"Piper Heidsieck Rare Brut 2002 0,75 l",NULL,1,0
22192,"Boscarelli Vino Nobile di Montepulciano Vigna del Nocio 1999 1,5 l",NULL,1,0
22193,"Bodegas Alejandro Fernandez Condado de Haza Crianza 2007 0,75 l(1)",NULL,1,0
22194,"Antinori Guado al Tasso 1999 1,5 l",1,1,94
22195,"Bodegas Riojanas Vina Albina Gran Reserva 1970 0,75 l(2)",NULL,1,0
22196,"Berthaut, V. & D. Gevrey Chambertin Clos des Chezeaux 1er Cru 1995 0,75 l",NULL,1,0
22197,"Bologna, Giacomo Barbera d´Asti, Bricco della Bigotta 1995 0,75 l(1)",NULL,1,0
22198,"Mondavi Cabernet Sauvignon unfiltered 1996 0,75 l",NULL,1,0
22199,"Bodegas Roda Roda I Reserva 1994 0,75 l",NULL,1,0
22200,"Bodegas Roda Roda I Reserva 2004 0,75 l",1,1,94
22201,"Bodegas Roda Roda I Reserva 2006 0,75 l",NULL,1,0
22202,"Mondavi/Rothschild Opus One 1994 0,75 l",1,NULL,92
22203,"Mondavi/Rothschild Opus One 1994 0,75 l",1,NULL,92
22204,"Mondavi/Rothschild Opus One 1994 0,75 l",1,1,92
22205,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2009 0,75 l",1,NULL,94
22206,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2009 0,75 l",1,NULL,94
22207,"Weingut Keller Riesling G-Max 2007 0,75 l",1,1,95
22208,"Michael, Peter Chardonnay Mon Plaisir 2008 0,75 l",1,NULL,95
22209,"Chateau Belgrave 1995 0,75 l",NULL,1,0
22210,"Chateau Lanessan 2000 0,75 l",NULL,1,0
22211,"Chateau Margaux 1989 0,75 l(11)",1,1,97
22212,"Chateau d´Issan 1990 0,75 l",NULL,1,0
22213,"Chateau d´Issan 1996 0,75 l",NULL,1,0
22214,"Chateau Chasse-Spleen 1996 0,75 l",NULL,1,0
22215,"Chateau Chasse-Spleen 2000 0,75 l",1,1,91
